,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
7482,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths,poisonous
7483,flat,scaly,yellow,no,none,free,crowded,narrow,yellow,enlarging,club,scaly,scaly,yellow,yellow,partial,yellow,one,evanescent,white,clustered,leaves,poisonous
7484,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves,poisonous
7485,flat,scaly,red,no,musty,attached,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods,poisonous
7486,convex,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7487,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,partial,white,one,evanescent,white,several,woods,poisonous
7488,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves,poisonous
7489,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
7490,flat,smooth,brown,no,none,attached,close,broad,brown,enlarging,bulbous,smooth,smooth,orange,orange,partial,orange,one,pendant,yellow,clustered,leaves,edible
7491,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
7492,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods,poisonous
7493,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,partial,white,one,evanescent,white,several,paths,poisonous
7494,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves,poisonous
7495,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths,poisonous
7496,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
7497,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths,poisonous
7498,convex,smooth,white,no,none,free,crowded,broad,pink,enlarging,bulbous,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7499,convex,smooth,gray,no,none,free,crowded,broad,gray,enlarging,bulbous,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7500,convex,fibrous,white,no,none,free,crowded,broad,white,enlarging,bulbous,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7501,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,partial,white,one,evanescent,white,several,woods,poisonous
7502,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,partial,white,one,evanescent,white,several,woods,poisonous
7503,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,partial,white,one,evanescent,white,several,paths,poisonous
7504,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
7505,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,poisonous
7506,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves,poisonous
7507,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths,poisonous
7508,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods,poisonous
7509,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods,poisonous
7510,flat,smooth,brown,no,none,attached,close,broad,orange,enlarging,bulbous,smooth,smooth,orange,orange,partial,brown,one,pendant,orange,clustered,leaves,edible
7511,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,partial,white,one,evanescent,white,several,woods,poisonous
7512,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves,poisonous
7513,convex,smooth,gray,no,none,free,crowded,broad,gray,enlarging,bulbous,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7514,convex,fibrous,white,no,none,free,crowded,broad,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7515,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,woods,poisonous
7516,convex,smooth,brown,no,none,attached,close,broad,brown,enlarging,bulbous,smooth,smooth,orange,orange,partial,brown,one,pendant,orange,clustered,leaves,edible
7517,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves,poisonous
7518,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,poisonous
7519,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths,poisonous
7520,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,poisonous
7521,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,partial,white,one,evanescent,white,several,leaves,poisonous
7522,bell,smooth,brown,no,none,attached,close,broad,yellow,enlarging,bulbous,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,clustered,leaves,edible
7523,flat,smooth,brown,no,none,attached,close,broad,orange,enlarging,bulbous,smooth,smooth,orange,orange,partial,orange,one,pendant,brown,clustered,leaves,edible
7524,bell,smooth,white,no,none,free,crowded,broad,gray,enlarging,bulbous,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7525,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves,poisonous
7526,convex,smooth,brown,no,none,attached,close,broad,brown,enlarging,bulbous,smooth,smooth,orange,orange,partial,brown,one,pendant,brown,clustered,leaves,edible
7527,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,partial,white,one,evanescent,white,several,woods,poisonous
7528,bell,fibrous,gray,no,none,free,crowded,broad,gray,enlarging,bulbous,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7529,bell,smooth,gray,no,none,free,crowded,broad,pink,enlarging,bulbous,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7530,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,partial,white,one,evanescent,white,several,woods,poisonous
7531,convex,smooth,brown,no,none,attached,close,broad,brown,enlarging,bulbous,smooth,smooth,orange,orange,partial,orange,one,pendant,buff,clustered,leaves,edible
7532,convex,smooth,white,no,none,free,crowded,broad,pink,enlarging,bulbous,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7533,convex,smooth,brown,no,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,partial,white,two,pendant,white,solitary,paths,edible
7534,knobbed,smooth,gray,no,none,free,crowded,broad,gray,enlarging,bulbous,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7535,convex,smooth,white,no,none,free,crowded,broad,gray,enlarging,bulbous,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7536,flat,scaly,cinnamon,no,musty,free,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods,poisonous
7537,convex,smooth,brown,no,none,attached,close,broad,yellow,enlarging,bulbous,smooth,smooth,orange,orange,partial,orange,one,pendant,yellow,clustered,leaves,edible
7538,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves,poisonous
7539,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves,poisonous
7540,convex,smooth,white,no,none,free,crowded,broad,pink,enlarging,bulbous,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7541,knobbed,fibrous,white,no,none,free,crowded,broad,gray,enlarging,bulbous,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7542,bell,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,bulbous,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7543,knobbed,smooth,brown,no,none,attached,close,broad,brown,enlarging,bulbous,smooth,smooth,orange,orange,partial,orange,one,pendant,buff,several,leaves,edible
7544,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,poisonous
7545,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths,poisonous
7546,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves,poisonous
7547,knobbed,smooth,brown,no,none,attached,close,broad,yellow,enlarging,bulbous,smooth,smooth,orange,orange,partial,brown,one,pendant,brown,several,leaves,edible
7548,flat,smooth,pink,yes,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,several,paths,edible
7549,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,partial,white,one,evanescent,white,several,paths,poisonous
7550,bell,smooth,white,no,none,free,crowded,broad,gray,enlarging,bulbous,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7551,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths,poisonous
7552,knobbed,smooth,white,no,none,free,crowded,broad,pink,enlarging,bulbous,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7553,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves,poisonous
7554,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,poisonous
7555,flat,smooth,brown,no,none,attached,close,broad,yellow,enlarging,bulbous,smooth,smooth,orange,orange,partial,orange,one,pendant,buff,clustered,leaves,edible
7556,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves,poisonous
7557,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
7558,convex,smooth,brown,no,none,attached,close,broad,brown,enlarging,bulbous,smooth,smooth,orange,orange,partial,brown,one,pendant,yellow,several,leaves,edible
7559,convex,fibrous,white,no,none,free,crowded,broad,gray,enlarging,bulbous,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7560,convex,fibrous,gray,no,none,free,crowded,broad,white,enlarging,bulbous,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7561,convex,smooth,brown,no,none,attached,close,broad,brown,enlarging,bulbous,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,several,leaves,edible
7562,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,poisonous
7563,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,partial,white,one,evanescent,white,several,paths,poisonous
7564,convex,smooth,white,no,none,free,crowded,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7565,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
7566,convex,fibrous,gray,no,none,free,crowded,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7567,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,partial,white,one,evanescent,white,several,leaves,poisonous
7568,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods,poisonous
7569,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,partial,white,one,evanescent,white,several,woods,poisonous
7570,knobbed,smooth,brown,no,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,partial,white,two,pendant,white,solitary,paths,edible
7571,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves,poisonous
7572,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths,poisonous
7573,bell,smooth,gray,no,none,free,crowded,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7574,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves,poisonous
7575,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths,poisonous
7576,knobbed,fibrous,gray,no,none,free,crowded,broad,white,enlarging,bulbous,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7577,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves,poisonous
7578,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves,poisonous
7579,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,poisonous
7580,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
7581,knobbed,fibrous,white,no,none,free,crowded,broad,gray,enlarging,bulbous,smooth,silky,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7582,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white,partial,white,one,evanescent,white,several,woods,poisonous
7583,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods,poisonous
7584,bell,fibrous,white,no,none,free,crowded,broad,gray,enlarging,bulbous,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7585,convex,smooth,gray,no,none,free,crowded,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7586,bell,smooth,gray,no,none,free,crowded,broad,white,enlarging,bulbous,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7587,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths,poisonous
7588,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths,poisonous
7589,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white,partial,white,one,evanescent,white,several,woods,poisonous
7590,bell,smooth,white,no,none,free,crowded,broad,white,enlarging,bulbous,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7591,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods,poisonous
7592,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,partial,white,one,evanescent,white,several,woods,poisonous
7593,knobbed,smooth,white,no,none,free,crowded,broad,pink,enlarging,bulbous,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7594,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
7595,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves,poisonous
7596,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
7597,convex,smooth,brown,yes,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,several,paths,edible
7598,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths,poisonous
7599,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths,poisonous
7600,bell,scaly,yellow,no,none,free,crowded,narrow,white,enlarging,club,scaly,scaly,yellow,yellow,partial,yellow,one,evanescent,white,clustered,leaves,poisonous
7601,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves,poisonous
7602,convex,smooth,brown,yes,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,solitary,paths,edible
7603,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,poisonous
7604,knobbed,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,bulbous,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7605,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
7606,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods,poisonous
7607,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves,poisonous
7608,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves,poisonous
7609,convex,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,bulbous,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7610,bell,smooth,white,no,none,free,crowded,broad,gray,enlarging,bulbous,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7611,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,partial,white,one,evanescent,white,several,woods,poisonous
7612,bell,smooth,brown,no,none,attached,close,broad,yellow,enlarging,bulbous,smooth,smooth,orange,orange,partial,orange,one,pendant,brown,clustered,leaves,edible
7613,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths,poisonous
7614,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths,poisonous
7615,bell,smooth,gray,no,none,free,crowded,broad,gray,enlarging,bulbous,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7616,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths,poisonous
7617,bell,smooth,brown,no,none,attached,close,broad,brown,enlarging,bulbous,smooth,smooth,orange,orange,partial,brown,one,pendant,orange,several,leaves,edible
7618,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,poisonous
7619,knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,partial,white,one,evanescent,white,several,woods,poisonous
7620,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves,poisonous
7621,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,poisonous
7622,bell,fibrous,gray,no,none,free,crowded,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7623,knobbed,smooth,white,no,none,free,crowded,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7624,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves,poisonous
7625,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
7626,convex,smooth,white,no,none,free,crowded,broad,pink,enlarging,bulbous,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7627,convex,smooth,brown,no,none,attached,close,broad,orange,enlarging,bulbous,smooth,smooth,orange,orange,partial,orange,one,pendant,buff,clustered,leaves,edible
7628,knobbed,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths,poisonous
7629,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves,poisonous
7630,knobbed,smooth,brown,no,none,attached,close,broad,orange,enlarging,bulbous,smooth,smooth,orange,orange,partial,orange,one,pendant,buff,several,leaves,edible
7631,bell,fibrous,white,no,none,free,crowded,broad,white,enlarging,bulbous,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7632,convex,smooth,white,no,none,free,crowded,broad,white,enlarging,bulbous,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7633,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths,poisonous
7634,knobbed,scaly,red,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,leaves,poisonous
7635,convex,scaly,red,no,musty,free,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,none,none,white,clustered,woods,poisonous
7636,flat,smooth,brown,no,none,attached,close,broad,yellow,enlarging,bulbous,smooth,smooth,orange,orange,partial,brown,one,pendant,yellow,clustered,leaves,edible
7637,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
7638,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods,poisonous
7639,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white,partial,white,one,evanescent,white,several,woods,poisonous
7640,bell,smooth,white,no,none,free,crowded,broad,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7641,bell,smooth,gray,no,none,free,crowded,broad,pink,enlarging,bulbous,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7642,knobbed,fibrous,gray,no,none,free,crowded,broad,gray,enlarging,bulbous,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7643,knobbed,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,bulbous,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7644,convex,fibrous,white,no,none,free,crowded,broad,white,enlarging,bulbous,silky,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7645,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths,poisonous
7646,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves,poisonous
7647,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves,poisonous
7648,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves,poisonous
7649,bell,smooth,white,no,none,free,crowded,broad,pink,enlarging,bulbous,silky,smooth,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7650,knobbed,smooth,white,no,none,free,crowded,broad,white,enlarging,bulbous,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7651,bell,fibrous,white,no,none,free,crowded,broad,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses,edible
7652,flat,smooth,brown,no,none,attached,close,broad,brown,enlarging,bulbous,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,clustered,leaves,edible
7653,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods,poisonous
7654,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths,poisonous
7655,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths,poisonous
7656,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink,partial,white,one,evanescent,white,several,woods,poisonous
7657,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves,poisonous
7658,flat,smooth,brown,no,none,attached,close,broad,yellow,enlarging,bulbous,smooth,smooth,orange,orange,partial,orange,one,pendant,orange,several,leaves,edible
7659,knobbed,fibrous,white,no,none,free,crowded,broad,white,enlarging,bulbous,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7660,knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink,partial,white,one,evanescent,white,several,woods,poisonous
7661,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white,partial,white,one,evanescent,white,several,woods,poisonous
7662,bell,fibrous,gray,no,none,free,crowded,broad,white,enlarging,bulbous,smooth,silky,white,white,partial,white,two,pendant,white,scattered,grasses,edible
7663,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods,poisonous
